l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,sim_seconds
512,8,OFF,8,DDR4_2400_4x16,TaggedPrefetcher,128,0.031856
64,1,ON,2,DDR4_2400_16x4,None,128,0.056549
256,2,OFF,1,DDR4_2400_16x4,BOPPrefetcher,128,0.068387
256,2,ON,4,DDR3_2133_8x8,None,32,0.037539
32,4,ON,16,DDR4_2400_4x16,BOPPrefetcher,128,0.057452
512,4,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,128,0.031939
512,16,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.032757
256,16,ON,2,DDR3_1600_8x8,BOPPrefetcher,32,0.032455
512,8,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,128,0.031922
128,16,ON,8,DDR4_2400_4x16,AMPMPrefetcher,32,0.047070
128,8,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,32,0.076842
64,16,ON,16,DDR3_2133_8x8,BOPPrefetcher,64,0.058050
256,4,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,64,0.033701
128,1,OFF,2,DDR3_2133_8x8,None,64,0.113886
512,16,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.031892
64,2,ON,2,DDR3_1600_8x8,None,128,0.056690
512,16,ON,8,DDR4_2400_16x4,None,128,0.032847
128,16,ON,2,DDR4_2400_8x8,BOPPrefetcher,128,0.038727
32,16,ON,4,DDR4_2400_8x8,BOPPrefetcher,64,0.058150
128,1,OFF,2,DDR3_2133_8x8,None,32,0.098242
128,16,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.068360
64,16,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,128,0.165178
128,1,ON,16,DDR3_2133_8x8,AMPMPrefetcher,128,0.048587
512,2,ON,1,DDR4_2400_16x4,BOPPrefetcher,128,0.032731
128,4,ON,16,DDR3_2133_8x8,BOPPrefetcher,32,0.045827
128,16,ON,8,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.039318
512,4,ON,4,DDR4_2400_4x16,BOPPrefetcher,128,0.032716
32,1,OFF,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.114301
512,2,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,64,0.043908
512,8,OFF,16,DDR3_1600_8x8,AMPMPrefetcher,64,0.031672
256,8,OFF,16,DDR4_2400_8x8,TaggedPrefetcher,32,0.032276
32,1,ON,2,DDR4_2400_4x16,BOPPrefetcher,128,0.063442
256,16,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,32,0.032267
512,1,OFF,4,DDR4_2400_16x4,BOPPrefetcher,128,0.040864
256,1,ON,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.036971
128,16,ON,8,DDR4_2400_16x4,TaggedPrefetcher,64,0.048302
128,16,ON,8,DDR4_2400_8x8,BOPPrefetcher,64,0.037784
256,4,ON,4,DDR3_1600_8x8,BOPPrefetcher,128,0.032796
128,4,ON,1,DDR4_2400_8x8,AMPMPrefetcher,32,0.048971
128,16,ON,4,DDR3_1600_8x8,BOPPrefetcher,64,0.047458
32,16,OFF,8,DDR3_1600_8x8,BOPPrefetcher,32,0.152805
128,2,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,64,0.090707
64,16,ON,1,DDR4_2400_16x4,None,32,0.057656
32,16,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,32,0.146807
512,4,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,128,0.031943
32,2,ON,2,DDR4_2400_16x4,TaggedPrefetcher,32,0.058977
32,2,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.044274
32,8,ON,16,DDR4_2400_4x16,None,128,0.058169
64,2,OFF,4,DDR4_2400_16x4,None,32,0.151642
32,16,OFF,1,DDR3_1600_8x8,BOPPrefetcher,128,0.157927
64,1,OFF,2,DDR4_2400_8x8,BOPPrefetcher,64,0.134194
32,16,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,128,0.173130
256,2,OFF,1,DDR3_1600_8x8,BOPPrefetcher,32,0.058410
32,1,OFF,4,DDR3_2133_8x8,AMPMPrefetcher,128,0.171738
64,2,OFF,2,DDR4_2400_8x8,None,64,0.150707
512,2,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.032872
64,1,OFF,8,DDR4_2400_4x16,TaggedPrefetcher,32,0.143860
64,4,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.044291
256,8,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.032407
256,16,OFF,16,DDR4_2400_16x4,AMPMPrefetcher,64,0.031703
256,16,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,32,0.032277
32,4,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.104321
64,4,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,128,0.172222
128,8,OFF,8,DDR3_2133_8x8,None,64,0.098299
128,1,ON,2,DDR3_1600_8x8,None,32,0.044914
32,8,OFF,2,DDR4_2400_4x16,BOPPrefetcher,64,0.151639
512,2,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.032851
64,8,OFF,2,DDR4_2400_8x8,BOPPrefetcher,32,0.151546
256,2,ON,8,DDR4_2400_8x8,AMPMPrefetcher,64,0.040359
32,16,OFF,1,DDR4_2400_8x8,BOPPrefetcher,64,0.149523
128,1,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.068708
128,8,OFF,8,DDR3_2133_8x8,BOPPrefetcher,32,0.107915
64,8,ON,16,DDR4_2400_4x16,BOPPrefetcher,128,0.057436
256,1,ON,4,DDR4_2400_8x8,TaggedPrefetcher,64,0.038085
512,4,ON,16,DDR4_2400_4x16,None,128,0.032845
512,2,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.031976
32,8,OFF,16,DDR4_2400_16x4,AMPMPrefetcher,128,0.171308
32,4,ON,4,DDR3_1600_8x8,None,64,0.058095
256,16,OFF,2,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.031801
512,1,ON,16,DDR3_2133_8x8,AMPMPrefetcher,64,0.036469
64,8,ON,16,DDR4_2400_16x4,AMPMPrefetcher,128,0.063340
512,2,ON,1,DDR3_1600_8x8,BOPPrefetcher,128,0.032711
32,4,OFF,8,DDR4_2400_8x8,BOPPrefetcher,64,0.150576
64,8,OFF,16,DDR4_2400_16x4,BOPPrefetcher,64,0.149420
512,16,ON,4,DDR4_2400_4x16,None,128,0.032816
64,8,OFF,2,DDR3_1600_8x8,BOPPrefetcher,32,0.152413
64,4,ON,1,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.044503
256,8,ON,4,DDR3_1600_8x8,BOPPrefetcher,32,0.032717
32,1,ON,8,DDR4_2400_8x8,AMPMPrefetcher,64,0.063416
512,2,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.032240
128,16,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.041222
512,2,ON,16,DDR3_2133_8x8,TaggedPrefetcher,64,0.032827
64,16,ON,8,DDR4_2400_4x16,None,64,0.058188
64,4,ON,8,DDR3_2133_8x8,AMPMPrefetcher,64,0.060144
32,8,ON,1,DDR3_2133_8x8,AMPMPrefetcher,64,0.060240
256,16,OFF,8,DDR3_2133_8x8,BOPPrefetcher,128,0.031590
256,8,ON,2,DDR3_1600_8x8,AMPMPrefetcher,64,0.032704
64,8,OFF,4,DDR3_1600_8x8,None,64,0.151067
32,2,ON,16,DDR3_1600_8x8,BOPPrefetcher,32,0.058271
256,16,OFF,8,DDR4_2400_8x8,BOPPrefetcher,64,0.032104
64,2,ON,8,DDR3_2133_8x8,None,32,0.058040
128,1,ON,1,DDR3_1600_8x8,None,128,0.045283
64,2,OFF,1,DDR4_2400_4x16,None,128,0.155548
64,2,ON,16,DDR3_2133_8x8,None,64,0.058236
512,8,OFF,8,DDR4_2400_8x8,None,64,0.031592
256,2,OFF,16,DDR4_2400_16x4,BOPPrefetcher,64,0.067157
64,4,ON,4,DDR4_2400_8x8,None,128,0.058133
512,8,ON,4,DDR4_2400_4x16,BOPPrefetcher,32,0.032583
512,16,ON,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.032678
512,2,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.034019
256,1,ON,1,DDR3_1600_8x8,TaggedPrefetcher,64,0.037821
32,4,ON,1,DDR4_2400_4x16,BOPPrefetcher,64,0.057894
128,4,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.077899
128,2,ON,8,DDR4_2400_8x8,None,64,0.045802
128,16,ON,8,DDR4_2400_8x8,None,32,0.047826
512,2,ON,16,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.032918
512,1,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.046259
512,8,OFF,1,DDR4_2400_4x16,BOPPrefetcher,64,0.031611
512,2,OFF,1,DDR3_1600_8x8,None,64,0.032418
128,16,OFF,1,DDR3_1600_8x8,AMPMPrefetcher,128,0.108036
64,16,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,128,0.162844
512,1,ON,2,DDR4_2400_8x8,TaggedPrefetcher,128,0.034701
32,8,OFF,2,DDR4_2400_16x4,None,32,0.152108
32,16,ON,1,DDR4_2400_8x8,None,32,0.057672
64,2,ON,1,DDR3_2133_8x8,TaggedPrefetcher,64,0.058667
512,1,OFF,2,DDR3_1600_8x8,BOPPrefetcher,128,0.040705
32,2,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,64,0.151788
256,1,ON,2,DDR4_2400_16x4,AMPMPrefetcher,32,0.036767
256,2,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.032477
512,2,ON,8,DDR3_1600_8x8,BOPPrefetcher,64,0.032570
128,8,ON,16,DDR3_1600_8x8,BOPPrefetcher,64,0.047754
32,4,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.149027
128,8,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.038108
64,16,ON,16,DDR4_2400_4x16,None,128,0.058256
128,8,OFF,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.053494
64,16,ON,1,DDR3_2133_8x8,None,32,0.057538
512,2,ON,16,DDR4_2400_4x16,TaggedPrefetcher,128,0.032900
32,1,ON,2,DDR3_2133_8x8,AMPMPrefetcher,32,0.061537
512,2,ON,4,DDR4_2400_16x4,BOPPrefetcher,128,0.032820
512,2,OFF,8,DDR4_2400_4x16,None,32,0.034014
32,1,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.114301
512,8,OFF,16,DDR3_1600_8x8,BOPPrefetcher,128,0.031810
128,4,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.113242
128,4,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,32,0.077851
512,8,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.032846
64,2,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.044271
64,8,ON,16,DDR4_2400_16x4,None,64,0.058237
32,4,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,32,0.152178
64,2,OFF,2,DDR3_1600_8x8,TaggedPrefetcher,32,0.152145
64,4,OFF,8,DDR3_2133_8x8,None,128,0.154036
128,16,ON,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.037915
128,2,ON,16,DDR4_2400_4x16,BOPPrefetcher,128,0.042670
32,4,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.126843
256,4,ON,16,DDR3_1600_8x8,BOPPrefetcher,64,0.033131
128,2,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.038789
512,4,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.032818
128,8,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.108522
32,16,ON,2,DDR3_1600_8x8,None,128,0.057881
32,16,ON,1,DDR4_2400_4x16,TaggedPrefetcher,32,0.058805
64,8,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.044670
512,8,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,32,0.031717
128,4,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.076116
256,2,ON,1,DDR3_1600_8x8,None,128,0.038211
256,1,ON,16,DDR3_1600_8x8,BOPPrefetcher,128,0.034842
256,1,OFF,8,DDR4_2400_4x16,BOPPrefetcher,32,0.091466
512,8,ON,16,DDR4_2400_8x8,AMPMPrefetcher,64,0.032830
256,8,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,128,0.031700
64,16,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,128,0.173295
64,4,OFF,16,DDR4_2400_4x16,None,64,0.151289
64,8,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,32,0.152704
32,8,ON,16,DDR4_2400_8x8,None,128,0.058155
64,2,OFF,2,DDR4_2400_16x4,BOPPrefetcher,32,0.145418
512,4,OFF,4,DDR3_1600_8x8,None,64,0.031726
256,2,ON,2,DDR3_1600_8x8,TaggedPrefetcher,128,0.033080
128,2,ON,16,DDR4_2400_8x8,TaggedPrefetcher,64,0.044477
64,8,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.099386
32,1,ON,8,DDR3_1600_8x8,None,64,0.060465
64,2,ON,2,DDR3_2133_8x8,BOPPrefetcher,128,0.055943
64,2,ON,4,DDR4_2400_8x8,None,64,0.055910
256,1,ON,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.036037
64,16,OFF,4,DDR3_2133_8x8,AMPMPrefetcher,64,0.149551
64,2,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,32,0.144006
128,16,ON,8,DDR4_2400_16x4,BOPPrefetcher,64,0.048322
256,1,ON,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.036697
256,4,ON,4,DDR4_2400_4x16,None,32,0.032695
128,2,OFF,1,DDR3_2133_8x8,BOPPrefetcher,64,0.082661
32,2,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.107000
32,8,ON,2,DDR4_2400_8x8,AMPMPrefetcher,128,0.063394
256,8,OFF,16,DDR4_2400_16x4,None,32,0.033762
256,4,ON,1,DDR4_2400_4x16,TaggedPrefetcher,64,0.032439
128,8,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,32,0.109397
512,2,ON,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.032776
64,8,ON,2,DDR4_2400_8x8,TaggedPrefetcher,64,0.060078
512,16,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,64,0.031809
64,1,ON,1,DDR3_2133_8x8,BOPPrefetcher,64,0.052600
512,2,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,128,0.046194
512,2,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.032573
64,2,OFF,8,DDR3_1600_8x8,BOPPrefetcher,32,0.147285
256,16,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,128,0.031837
256,4,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.032660
128,8,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.041753
32,8,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.150742
256,2,ON,8,DDR4_2400_8x8,None,128,0.037752
512,2,OFF,16,DDR3_1600_8x8,BOPPrefetcher,64,0.043601
64,2,OFF,8,DDR4_2400_8x8,None,64,0.150707
32,4,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.044741
128,2,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,128,0.110758
64,2,OFF,8,DDR4_2400_16x4,BOPPrefetcher,64,0.142981
32,16,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.044688
512,2,OFF,16,DDR4_2400_4x16,None,32,0.034014
256,1,OFF,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.067636
512,4,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.032749
256,1,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.034556
512,8,ON,1,DDR3_1600_8x8,TaggedPrefetcher,64,0.032661
512,2,ON,16,DDR3_2133_8x8,TaggedPrefetcher,32,0.032501
512,1,ON,2,DDR3_1600_8x8,None,128,0.041491
64,4,OFF,16,DDR3_2133_8x8,None,32,0.147500
128,4,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.039394
128,1,OFF,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.069243
512,4,OFF,2,DDR4_2400_8x8,BOPPrefetcher,32,0.032680
32,8,ON,4,DDR4_2400_8x8,BOPPrefetcher,64,0.058093
32,8,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.108105
64,2,OFF,16,DDR4_2400_16x4,None,32,0.151642
32,8,OFF,4,DDR4_2400_8x8,None,64,0.151156
32,4,OFF,16,DDR4_2400_16x4,AMPMPrefetcher,128,0.171621
128,16,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.115898
64,1,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,64,0.135634
256,1,ON,16,DDR4_2400_4x16,AMPMPrefetcher,64,0.041822
128,2,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,32,0.085424
256,1,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.065590
128,2,ON,4,DDR4_2400_4x16,BOPPrefetcher,64,0.047151
128,2,ON,8,DDR3_1600_8x8,None,32,0.046454
128,16,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,32,0.101645
512,4,ON,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.032820
512,16,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.031784
512,2,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.032105
256,2,ON,8,DDR4_2400_16x4,TaggedPrefetcher,32,0.032995
512,2,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,32,0.044600
512,8,OFF,2,DDR4_2400_4x16,None,64,0.031585
512,1,OFF,1,DDR4_2400_8x8,BOPPrefetcher,128,0.041043
32,8,OFF,1,DDR3_1600_8x8,None,128,0.161918
128,4,OFF,1,DDR4_2400_4x16,BOPPrefetcher,128,0.096197
512,16,ON,2,DDR3_1600_8x8,TaggedPrefetcher,64,0.032654
256,1,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,64,0.107873
512,2,ON,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.032897
64,1,ON,2,DDR4_2400_16x4,AMPMPrefetcher,32,0.057941
32,1,OFF,8,DDR4_2400_4x16,AMPMPrefetcher,64,0.167997
64,4,OFF,4,DDR3_1600_8x8,BOPPrefetcher,128,0.157554
256,8,ON,2,DDR3_1600_8x8,TaggedPrefetcher,64,0.032679
256,2,ON,2,DDR4_2400_4x16,BOPPrefetcher,64,0.039927
128,8,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,32,0.081148
256,1,OFF,16,DDR4_2400_8x8,BOPPrefetcher,64,0.064871
32,1,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.107973
256,2,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.036047
32,4,ON,8,DDR4_2400_8x8,BOPPrefetcher,128,0.057366
512,16,ON,4,DDR3_1600_8x8,BOPPrefetcher,32,0.032493
32,8,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.146204
32,1,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.114715
64,1,ON,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.059776
128,8,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.062538
512,2,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,128,0.047358
64,4,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,64,0.156709
32,4,ON,8,DDR4_2400_4x16,None,32,0.058085
512,2,ON,16,DDR4_2400_4x16,BOPPrefetcher,32,0.032747
128,2,OFF,4,DDR4_2400_16x4,BOPPrefetcher,64,0.094282
64,16,ON,16,DDR3_2133_8x8,None,128,0.058262
256,16,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.032653
64,4,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.149973
64,2,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,64,0.140277
32,8,ON,1,DDR4_2400_8x8,AMPMPrefetcher,128,0.063315
128,16,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.101645
256,4,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.032810
256,16,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,128,0.031847
256,2,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.034835
128,2,OFF,8,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.068535
128,4,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,64,0.075043
128,1,OFF,1,DDR3_1600_8x8,BOPPrefetcher,64,0.078080
512,1,ON,4,DDR3_2133_8x8,None,64,0.035926
64,8,OFF,2,DDR3_2133_8x8,BOPPrefetcher,64,0.145150
64,16,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.149531
64,4,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.152445
64,4,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.044107
128,2,ON,1,DDR4_2400_8x8,AMPMPrefetcher,64,0.044934
256,1,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,32,0.114190
256,8,ON,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.032392
32,8,OFF,8,DDR4_2400_4x16,TaggedPrefetcher,64,0.151381
128,16,ON,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.040290
128,4,ON,1,DDR3_1600_8x8,BOPPrefetcher,32,0.046304
32,1,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,32,0.156784
256,4,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.051552
256,1,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.039913
128,4,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.072207
128,2,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.063822
512,8,OFF,4,DDR3_1600_8x8,None,32,0.032591
32,1,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,64,0.156504
64,4,OFF,8,DDR3_2133_8x8,BOPPrefetcher,64,0.146208
512,16,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,32,0.031688
256,8,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.032881
32,2,ON,2,DDR3_1600_8x8,TaggedPrefetcher,32,0.058972
512,1,ON,2,DDR3_2133_8x8,TaggedPrefetcher,32,0.032569
64,2,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.110732
64,16,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.044347
128,1,ON,2,DDR4_2400_8x8,AMPMPrefetcher,64,0.047704
512,8,ON,1,DDR3_1600_8x8,BOPPrefetcher,128,0.032801
128,8,ON,16,DDR4_2400_16x4,BOPPrefetcher,32,0.042143
256,2,OFF,4,DDR4_2400_4x16,None,128,0.033049
512,8,OFF,8,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.031746
512,2,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.032523
32,2,ON,8,DDR3_2133_8x8,BOPPrefetcher,64,0.058256
512,1,ON,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.035718
256,1,ON,8,DDR4_2400_4x16,BOPPrefetcher,32,0.045507
32,2,ON,8,DDR3_2133_8x8,AMPMPrefetcher,32,0.059517
32,4,OFF,1,DDR3_1600_8x8,BOPPrefetcher,32,0.153497
512,2,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.032365
128,4,ON,16,DDR4_2400_16x4,BOPPrefetcher,32,0.041897
32,8,ON,16,DDR3_2133_8x8,BOPPrefetcher,32,0.058136
32,4,OFF,2,DDR3_1600_8x8,BOPPrefetcher,32,0.153497
64,4,ON,8,DDR3_1600_8x8,BOPPrefetcher,64,0.058053
64,8,OFF,16,DDR3_1600_8x8,BOPPrefetcher,64,0.149937
32,1,ON,8,DDR4_2400_4x16,None,64,0.060041
128,2,ON,2,DDR4_2400_8x8,AMPMPrefetcher,64,0.045874
128,2,OFF,2,DDR4_2400_4x16,None,64,0.079782
32,8,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.171407
128,2,ON,4,DDR3_1600_8x8,BOPPrefetcher,128,0.041030
512,16,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.031813
512,8,OFF,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.031877
32,2,ON,1,DDR4_2400_8x8,AMPMPrefetcher,64,0.060247
512,16,OFF,2,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.031909
32,16,ON,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.063603
64,2,OFF,16,DDR3_1600_8x8,AMPMPrefetcher,32,0.155280
32,16,OFF,8,DDR4_2400_16x4,None,32,0.151781
64,16,ON,8,DDR4_2400_16x4,None,32,0.058070
512,1,OFF,1,DDR4_2400_8x8,None,128,0.058332
