l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,sim_seconds
64,4,ON,16,DDR4_2400_16x4,BOPPrefetcher,32,0.058117
64,4,ON,2,DDR4_2400_4x16,TaggedPrefetcher,32,0.058988
256,2,ON,2,DDR4_2400_16x4,None,128,0.042434
128,2,OFF,16,DDR3_1600_8x8,None,64,0.105706
256,16,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,128,0.031869
512,2,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.032723
128,8,ON,16,DDR3_2133_8x8,BOPPrefetcher,64,0.041935
512,1,ON,1,DDR3_2133_8x8,TaggedPrefetcher,128,0.034785
128,1,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.040096
512,2,ON,16,DDR4_2400_4x16,None,32,0.032747
64,4,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.043988
128,8,ON,1,DDR3_2133_8x8,BOPPrefetcher,128,0.047200
32,1,OFF,16,DDR3_2133_8x8,None,32,0.152654
64,16,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.147059
64,8,ON,2,DDR4_2400_4x16,BOPPrefetcher,32,0.057702
128,4,OFF,1,DDR4_2400_16x4,None,128,0.103353
32,16,ON,1,DDR3_1600_8x8,None,64,0.058028
128,4,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.062537
512,2,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,64,0.043721
512,4,ON,8,DDR4_2400_8x8,TaggedPrefetcher,32,0.032701
256,8,ON,1,DDR4_2400_8x8,None,128,0.032513
32,2,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.044419
128,4,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.062537
32,1,OFF,8,DDR4_2400_4x16,BOPPrefetcher,64,0.156944
128,2,ON,16,DDR3_1600_8x8,TaggedPrefetcher,32,0.045381
32,8,ON,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.063375
32,4,OFF,8,DDR4_2400_8x8,BOPPrefetcher,128,0.156931
512,16,ON,4,DDR3_2133_8x8,None,32,0.032618
256,16,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.032844
128,1,ON,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.040007
64,16,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.105794
256,2,ON,16,DDR3_2133_8x8,None,128,0.035468
128,1,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.146290
64,2,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,64,0.151163
64,16,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.045485
256,1,OFF,8,DDR4_2400_8x8,None,32,0.096367
256,1,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,32,0.042991
32,2,ON,16,DDR3_1600_8x8,AMPMPrefetcher,64,0.060359
512,8,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,64,0.031664
256,4,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,128,0.032861
32,1,OFF,2,DDR4_2400_16x4,None,64,0.151656
256,2,ON,1,DDR4_2400_8x8,AMPMPrefetcher,32,0.032603
64,4,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,64,0.149912
128,4,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.099799
128,8,OFF,8,DDR4_2400_4x16,BOPPrefetcher,128,0.079908
32,2,OFF,8,DDR3_1600_8x8,BOPPrefetcher,64,0.150974
128,8,OFF,2,DDR4_2400_4x16,None,64,0.104153
256,16,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,64,0.031651
256,16,ON,4,DDR4_2400_4x16,None,32,0.032454
32,4,ON,8,DDR3_2133_8x8,TaggedPrefetcher,128,0.062367
128,8,OFF,1,DDR4_2400_16x4,BOPPrefetcher,32,0.117877
512,16,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,32,0.031761
512,16,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.031824
32,2,ON,2,DDR3_1600_8x8,BOPPrefetcher,64,0.058179
128,2,ON,2,DDR3_1600_8x8,AMPMPrefetcher,64,0.041279
512,16,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,128,0.031930
32,4,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.044761
128,4,OFF,4,DDR3_2133_8x8,AMPMPrefetcher,64,0.078646
128,4,OFF,2,DDR4_2400_16x4,BOPPrefetcher,64,0.093296
256,2,ON,16,DDR4_2400_4x16,AMPMPrefetcher,64,0.035612
64,1,ON,1,DDR3_2133_8x8,None,128,0.055491
512,16,ON,4,DDR3_2133_8x8,None,128,0.032815
64,8,OFF,2,DDR4_2400_4x16,None,128,0.162302
128,16,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,32,0.070939
32,8,ON,2,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.045064
512,16,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.032708
64,16,OFF,1,DDR3_1600_8x8,BOPPrefetcher,64,0.150403
32,16,ON,1,DDR4_2400_4x16,TaggedPrefetcher,64,0.060091
32,8,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,128,0.164399
128,2,ON,2,DDR3_2133_8x8,BOPPrefetcher,128,0.043269
256,16,ON,1,DDR3_1600_8x8,None,32,0.032135
128,16,ON,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.038025
32,2,OFF,2,DDR4_2400_16x4,None,128,0.160830
256,16,OFF,1,DDR4_2400_16x4,BOPPrefetcher,32,0.033722
128,16,ON,16,DDR4_2400_8x8,BOPPrefetcher,128,0.046805
32,8,ON,4,DDR4_2400_16x4,None,128,0.058129
128,4,OFF,16,DDR3_1600_8x8,BOPPrefetcher,128,0.064509
32,4,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.044178
64,1,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,32,0.135676
256,1,ON,1,DDR4_2400_8x8,None,64,0.039647
128,4,OFF,8,DDR4_2400_16x4,None,64,0.061923
256,8,ON,8,DDR3_2133_8x8,None,32,0.032979
256,16,OFF,1,DDR3_2133_8x8,BOPPrefetcher,32,0.033685
32,2,OFF,4,DDR3_2133_8x8,BOPPrefetcher,128,0.151307
32,16,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.046414
32,8,OFF,8,DDR3_1600_8x8,BOPPrefetcher,32,0.153294
64,1,OFF,4,DDR4_2400_4x16,None,64,0.136677
64,16,OFF,1,DDR3_1600_8x8,BOPPrefetcher,32,0.152420
64,1,ON,2,DDR4_2400_16x4,AMPMPrefetcher,64,0.059757
32,8,ON,8,DDR3_1600_8x8,BOPPrefetcher,32,0.058032
256,4,OFF,16,DDR4_2400_8x8,None,32,0.034897
128,16,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.068360
64,1,OFF,8,DDR4_2400_8x8,BOPPrefetcher,128,0.139362
128,8,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,32,0.109397
64,4,ON,8,DDR3_2133_8x8,AMPMPrefetcher,32,0.058453
32,4,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,64,0.150193
512,2,ON,8,DDR4_2400_16x4,None,32,0.032756
64,4,ON,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.059132
32,4,ON,2,DDR4_2400_8x8,TaggedPrefetcher,64,0.059932
256,8,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,32,0.032358
512,16,ON,8,DDR3_1600_8x8,AMPMPrefetcher,128,0.032857
64,4,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.043959
512,4,ON,4,DDR4_2400_8x8,None,32,0.032531
512,1,OFF,2,DDR3_2133_8x8,None,128,0.056199
256,8,ON,1,DDR3_1600_8x8,TaggedPrefetcher,128,0.032791
64,4,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,128,0.172498
128,2,ON,4,DDR3_1600_8x8,AMPMPrefetcher,128,0.050445
512,16,ON,16,DDR4_2400_16x4,TaggedPrefetcher,128,0.032835
512,16,OFF,2,DDR3_2133_8x8,BOPPrefetcher,128,0.031892
64,16,ON,1,DDR4_2400_8x8,TaggedPrefetcher,64,0.059785
256,2,ON,1,DDR4_2400_16x4,BOPPrefetcher,64,0.037464
512,16,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.031813
32,16,ON,1,DDR4_2400_4x16,BOPPrefetcher,128,0.057364
32,4,ON,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.060179
32,16,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.044221
256,2,OFF,2,DDR4_2400_4x16,BOPPrefetcher,64,0.045578
256,1,ON,2,DDR4_2400_8x8,None,32,0.040867
32,1,ON,1,DDR4_2400_4x16,AMPMPrefetcher,32,0.061826
512,1,ON,4,DDR4_2400_4x16,TaggedPrefetcher,128,0.032942
64,8,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.116584
32,1,OFF,2,DDR4_2400_4x16,None,64,0.155564
256,8,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.031676
256,2,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.039947
64,4,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.114111
512,16,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.031908
64,8,ON,1,DDR4_2400_16x4,None,64,0.057955
128,16,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.039723
32,8,ON,16,DDR3_2133_8x8,TaggedPrefetcher,64,0.060243
128,16,ON,16,DDR3_2133_8x8,None,64,0.047963
128,1,OFF,2,DDR3_1600_8x8,None,128,0.088963
256,1,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.034952
512,16,OFF,2,DDR3_1600_8x8,None,64,0.031549
64,2,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.100616
512,4,ON,4,DDR3_1600_8x8,AMPMPrefetcher,64,0.032774
512,4,ON,16,DDR4_2400_16x4,None,32,0.032788
128,2,ON,2,DDR4_2400_4x16,AMPMPrefetcher,64,0.044189
128,1,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.062428
128,8,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.037512
128,16,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,32,0.099786
64,1,ON,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.059405
512,1,ON,4,DDR4_2400_16x4,AMPMPrefetcher,64,0.034652
64,2,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.043554
64,8,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.045468
64,4,OFF,16,DDR3_2133_8x8,BOPPrefetcher,32,0.147500
256,2,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.033019
128,1,ON,4,DDR3_1600_8x8,None,64,0.041659
256,8,ON,1,DDR4_2400_8x8,None,64,0.032582
32,4,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.044004
32,1,ON,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.068749
128,1,OFF,16,DDR4_2400_16x4,AMPMPrefetcher,128,0.118866
256,8,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.032377
64,8,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.106198
64,2,ON,2,DDR3_1600_8x8,BOPPrefetcher,128,0.055919
32,8,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.171308
32,8,ON,4,DDR3_1600_8x8,BOPPrefetcher,128,0.057378
64,4,ON,1,DDR4_2400_16x4,BOPPrefetcher,128,0.066773
256,16,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,64,0.031648
128,4,OFF,8,DDR4_2400_16x4,BOPPrefetcher,128,0.099391
256,1,OFF,4,DDR4_2400_16x4,BOPPrefetcher,32,0.074058
32,2,OFF,2,DDR3_1600_8x8,None,64,0.152114
128,16,OFF,8,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.068360
64,8,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,128,0.171601
32,1,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,32,0.162999
256,1,OFF,4,DDR4_2400_4x16,None,32,0.091466
32,16,ON,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.062356
32,2,ON,2,DDR3_1600_8x8,None,128,0.057874
32,4,ON,1,DDR3_1600_8x8,None,32,0.057699
512,2,ON,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.032815
512,1,ON,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.038231
128,4,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.037953
512,2,OFF,8,DDR3_1600_8x8,BOPPrefetcher,64,0.043601
128,4,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,128,0.104392
64,4,OFF,4,DDR3_1600_8x8,BOPPrefetcher,32,0.151987
512,2,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,32,0.043431
256,16,ON,8,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.032781
64,2,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,32,0.152145
256,16,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.031726
64,1,OFF,2,DDR3_2133_8x8,None,32,0.133592
32,8,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.044324
128,8,ON,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.047630
512,16,ON,16,DDR4_2400_16x4,AMPMPrefetcher,32,0.032704
64,8,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,64,0.149446
128,16,ON,1,DDR3_1600_8x8,TaggedPrefetcher,128,0.049107
32,8,ON,4,DDR4_2400_8x8,None,32,0.057840
256,1,OFF,4,DDR4_2400_8x8,AMPMPrefetcher,128,0.087561
256,16,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.031722
256,4,OFF,16,DDR3_1600_8x8,AMPMPrefetcher,64,0.033135
32,16,OFF,16,DDR3_1600_8x8,None,128,0.160392
128,1,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.039562
512,4,ON,4,DDR3_1600_8x8,None,64,0.032716
256,4,ON,1,DDR3_2133_8x8,None,128,0.032838
64,4,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.117995
64,1,ON,2,DDR4_2400_16x4,None,64,0.055949
256,1,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.067636
32,8,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.149370
512,4,OFF,2,DDR4_2400_16x4,None,64,0.031609
256,1,ON,1,DDR4_2400_4x16,BOPPrefetcher,32,0.040494
32,8,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.045511
32,1,ON,2,DDR3_2133_8x8,TaggedPrefetcher,64,0.062499
512,8,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.032355
64,2,ON,8,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.046357
128,16,OFF,8,DDR4_2400_16x4,None,64,0.101637
256,4,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,32,0.033798
64,16,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.104755
256,4,ON,4,DDR4_2400_16x4,AMPMPrefetcher,32,0.032853
32,16,ON,2,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.045371
128,2,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.038270
256,4,ON,8,DDR4_2400_4x16,TaggedPrefetcher,128,0.037428
32,4,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,128,0.170314
32,1,OFF,1,DDR4_2400_4x16,None,128,0.167525
256,16,ON,2,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.032352
128,8,OFF,16,DDR4_2400_4x16,None,128,0.086426
256,8,OFF,16,DDR4_2400_4x16,None,32,0.034897
32,4,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,128,0.165164
128,16,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,32,0.102093
64,16,ON,8,DDR4_2400_8x8,AMPMPrefetcher,128,0.063460
64,2,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,64,0.140387
128,4,ON,1,DDR4_2400_16x4,None,64,0.042012
256,2,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,64,0.067807
256,1,OFF,8,DDR4_2400_16x4,None,32,0.074058
256,2,ON,1,DDR4_2400_4x16,TaggedPrefetcher,128,0.033042
256,2,ON,1,DDR3_2133_8x8,AMPMPrefetcher,64,0.032694
128,2,ON,8,DDR4_2400_4x16,AMPMPrefetcher,32,0.044161
32,16,OFF,16,DDR3_2133_8x8,BOPPrefetcher,128,0.150054
512,1,ON,1,DDR4_2400_4x16,AMPMPrefetcher,64,0.034399
32,8,OFF,8,DDR4_2400_16x4,BOPPrefetcher,128,0.156016
128,8,ON,8,DDR4_2400_8x8,None,32,0.042469
32,16,ON,16,DDR3_1600_8x8,BOPPrefetcher,32,0.058118
32,2,OFF,16,DDR3_1600_8x8,None,32,0.153600
128,2,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,32,0.077039
512,8,ON,2,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.032776
512,2,ON,2,DDR4_2400_4x16,AMPMPrefetcher,32,0.032459
512,2,ON,16,DDR4_2400_4x16,TaggedPrefetcher,64,0.032887
64,4,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.043915
128,1,ON,4,DDR3_2133_8x8,AMPMPrefetcher,64,0.047757
64,1,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.135634
256,8,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,128,0.032095
32,2,OFF,8,DDR3_2133_8x8,BOPPrefetcher,128,0.151307
32,8,ON,8,DDR4_2400_4x16,BOPPrefetcher,32,0.058000
512,4,ON,4,DDR4_2400_4x16,AMPMPrefetcher,64,0.032758
256,16,ON,8,DDR4_2400_4x16,None,32,0.032738
256,2,ON,2,DDR4_2400_16x4,None,64,0.038460
256,2,OFF,4,DDR4_2400_8x8,BOPPrefetcher,32,0.046510
512,8,ON,4,DDR4_2400_16x4,BOPPrefetcher,32,0.032577
32,8,ON,2,DDR3_1600_8x8,None,64,0.058069
512,2,ON,16,DDR3_2133_8x8,AMPMPrefetcher,128,0.032864
256,4,ON,2,DDR3_1600_8x8,BOPPrefetcher,64,0.032576
128,1,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.041491
512,8,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,32,0.031736
64,16,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.107756
512,1,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,32,0.032977
128,4,ON,1,DDR4_2400_4x16,BOPPrefetcher,64,0.043316
128,1,ON,4,DDR4_2400_8x8,None,32,0.046379
512,4,ON,8,DDR4_2400_4x16,BOPPrefetcher,32,0.032633
32,8,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,64,0.152579
512,16,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.032417
32,16,ON,1,DDR3_1600_8x8,TaggedPrefetcher,128,0.062081
512,16,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,128,0.031908
256,1,OFF,16,DDR3_2133_8x8,None,64,0.087547
128,8,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.085552
256,16,OFF,2,DDR4_2400_8x8,None,32,0.033727
512,8,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,64,0.031701
128,4,OFF,8,DDR4_2400_16x4,BOPPrefetcher,64,0.093296
32,8,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.104197
512,8,ON,8,DDR4_2400_4x16,TaggedPrefetcher,64,0.032788
32,2,ON,4,DDR3_1600_8x8,TaggedPrefetcher,64,0.060148
512,2,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,64,0.032805
128,16,OFF,16,DDR4_2400_4x16,BOPPrefetcher,64,0.105523
512,8,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.031909
32,8,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.105550
64,2,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,64,0.151163
512,16,ON,4,DDR3_1600_8x8,AMPMPrefetcher,128,0.032805
32,4,ON,8,DDR4_2400_16x4,AMPMPrefetcher,64,0.060106
256,8,OFF,4,DDR4_2400_8x8,BOPPrefetcher,64,0.032015
128,2,OFF,2,DDR3_1600_8x8,TaggedPrefetcher,32,0.085700
64,16,OFF,8,DDR4_2400_16x4,BOPPrefetcher,128,0.155071
32,16,ON,1,DDR3_1600_8x8,None,128,0.057645
128,2,OFF,1,DDR4_2400_4x16,BOPPrefetcher,64,0.095940
128,16,ON,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.048045
32,4,OFF,1,DDR3_1600_8x8,None,64,0.151266
32,1,ON,16,DDR3_2133_8x8,None,32,0.060153
32,2,ON,8,DDR3_2133_8x8,None,128,0.058169
64,16,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,64,0.145615
64,16,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,128,0.173295
128,8,OFF,1,DDR3_2133_8x8,BOPPrefetcher,128,0.077244
64,2,OFF,16,DDR3_1600_8x8,None,128,0.154444
128,1,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,32,0.109231
512,8,ON,1,DDR3_2133_8x8,BOPPrefetcher,128,0.032712
512,8,ON,16,DDR4_2400_8x8,None,32,0.032768
256,8,ON,8,DDR4_2400_4x16,AMPMPrefetcher,128,0.032853
256,1,OFF,2,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.065363
256,8,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.032550
512,16,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.031790
256,4,OFF,8,DDR3_2133_8x8,BOPPrefetcher,128,0.032824
512,2,ON,1,DDR3_2133_8x8,BOPPrefetcher,64,0.032619
512,4,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.032803
512,4,ON,16,DDR3_1600_8x8,BOPPrefetcher,64,0.032789
64,16,ON,1,DDR4_2400_8x8,AMPMPrefetcher,32,0.058217
512,8,OFF,8,DDR3_1600_8x8,BOPPrefetcher,64,0.031519
32,4,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,64,0.146340
32,2,ON,8,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.045572
32,16,ON,1,DDR4_2400_4x16,TaggedPrefetcher,128,0.062059
512,4,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,32,0.031860
128,4,OFF,2,DDR3_1600_8x8,BOPPrefetcher,32,0.083421
512,16,ON,2,DDR3_2133_8x8,AMPMPrefetcher,64,0.032716
512,16,ON,2,DDR3_2133_8x8,None,32,0.032290
128,8,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.076758
256,1,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.034484
128,1,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.101036
512,2,OFF,1,DDR4_2400_4x16,None,32,0.034014
128,8,ON,2,DDR3_1600_8x8,BOPPrefetcher,128,0.047530
32,8,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.110140
32,1,OFF,16,DDR3_1600_8x8,BOPPrefetcher,32,0.156919
128,4,OFF,8,DDR3_2133_8x8,None,128,0.113614
512,8,ON,8,DDR4_2400_8x8,None,32,0.032607
64,2,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.150990
64,4,OFF,1,DDR3_1600_8x8,None,32,0.151987
256,4,ON,8,DDR4_2400_16x4,BOPPrefetcher,128,0.032922
128,4,OFF,16,DDR3_2133_8x8,None,32,0.109250
32,1,ON,4,DDR4_2400_8x8,TaggedPrefetcher,128,0.066308
512,16,ON,8,DDR3_2133_8x8,AMPMPrefetcher,32,0.032388
32,16,OFF,8,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.124564
256,8,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.032377
32,8,ON,2,DDR3_2133_8x8,TaggedPrefetcher,32,0.058913
32,1,ON,2,DDR3_1600_8x8,None,128,0.060899
32,1,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,64,0.156504
64,8,ON,16,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.045498
128,16,ON,1,DDR4_2400_4x16,None,32,0.038918
64,2,ON,8,DDR4_2400_16x4,AMPMPrefetcher,64,0.058668
256,2,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.046971
512,1,ON,8,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.032915
64,1,ON,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.055012
32,8,ON,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.063650
256,2,ON,16,DDR3_2133_8x8,BOPPrefetcher,128,0.033177
32,4,ON,1,DDR4_2400_16x4,None,128,0.058002
512,16,ON,4,DDR3_2133_8x8,TaggedPrefetcher,64,0.032758
